bin_7_acI-B2.genome.CDS.1369,group00700
bin_7_acI-B2.genome.CDS.2301,group04850
bin_7_acI-B2.genome.CDS.2302,group00009
bin_7_acI-B2.genome.CDS.2303,group01585
bin_7_acI-B2.genome.CDS.2304,group02918
bin_7_acI-B2.genome.CDS.2305,group02373
bin_7_acI-B2.genome.CDS.2306,group00543
bin_7_acI-B2.genome.CDS.2307,group01032
bin_7_acI-B2.genome.CDS.3208,group00432
bin_7_acI-B2.genome.CDS.3209,group00430
bin_7_acI-B2.genome.CDS.2423,group00159
bin_7_acI-B2.genome.CDS.3202,group01386
bin_7_acI-B2.genome.CDS.3203,group00012
bin_7_acI-B2.genome.CDS.3200,group01498
bin_7_acI-B2.genome.CDS.3201,group02318
bin_7_acI-B2.genome.CDS.3206,group01282
bin_7_acI-B2.genome.CDS.3207,group01183
bin_7_acI-B2.genome.CDS.3204,group01483
bin_7_acI-B2.genome.CDS.3205,group01498
bin_7_acI-B2.genome.CDS.3149,group00623
bin_7_acI-B2.genome.CDS.3148,group00845
bin_7_acI-B2.genome.CDS.3145,group00959
bin_7_acI-B2.genome.CDS.3144,group01593
bin_7_acI-B2.genome.CDS.3147,group00775
bin_7_acI-B2.genome.CDS.3146,group00732
bin_7_acI-B2.genome.CDS.3141,group00440
bin_7_acI-B2.genome.CDS.3140,group00460
bin_7_acI-B2.genome.CDS.3143,group00367
bin_7_acI-B2.genome.CDS.3142,group00288
bin_7_acI-B2.genome.CDS.2422,group00134
bin_7_acI-B2.genome.CDS.888,group02075
bin_7_acI-B2.genome.CDS.2414,group01862
bin_7_acI-B2.genome.CDS.2415,group02537
bin_7_acI-B2.genome.CDS.2416,group02083
bin_7_acI-B2.genome.CDS.2417,group02277
bin_7_acI-B2.genome.CDS.2410,group00813
bin_7_acI-B2.genome.CDS.2411,group00102
bin_7_acI-B2.genome.CDS.2412,group01245
bin_7_acI-B2.genome.CDS.2413,group01200
bin_7_acI-B2.genome.CDS.2418,group00218
bin_7_acI-B2.genome.CDS.2419,group00407
bin_7_acI-B2.genome.CDS.2520,group00487
bin_7_acI-B2.genome.CDS.2521,group00940
bin_7_acI-B2.genome.CDS.2522,group01137
bin_7_acI-B2.genome.CDS.2523,group01095
bin_7_acI-B2.genome.CDS.2524,group02230
bin_7_acI-B2.genome.CDS.2525,group02078
bin_7_acI-B2.genome.CDS.2526,group04871
bin_7_acI-B2.genome.CDS.2527,group02274
bin_7_acI-B2.genome.CDS.2528,group01780
bin_7_acI-B2.genome.CDS.2529,group01311
bin_7_acI-B2.genome.CDS.1545,group00608
bin_7_acI-B2.genome.CDS.1549,group02189
bin_7_acI-B2.genome.CDS.1548,group00550
bin_7_acI-B2.genome.CDS.3344,group01589
bin_7_acI-B2.genome.CDS.2638,group04882
bin_7_acI-B2.genome.CDS.2639,group00376
bin_7_acI-B2.genome.CDS.2634,group00793
bin_7_acI-B2.genome.CDS.2635,group01231
bin_7_acI-B2.genome.CDS.2636,group00247
bin_7_acI-B2.genome.CDS.2637,group00371
bin_7_acI-B2.genome.CDS.2630,group00827
bin_7_acI-B2.genome.CDS.2631,group00003
bin_7_acI-B2.genome.CDS.2632,group00001
bin_7_acI-B2.genome.CDS.2633,group00496
bin_7_acI-B2.genome.CDS.3453,group00101
bin_7_acI-B2.genome.CDS.3451,group01062
bin_7_acI-B2.genome.CDS.3450,group00077
bin_7_acI-B2.genome.CDS.3456,group00334
bin_7_acI-B2.genome.CDS.3455,group00295
bin_7_acI-B2.genome.CDS.3454,group00196
bin_7_acI-B2.genome.CDS.3459,group00591
bin_7_acI-B2.genome.CDS.3458,group00963
bin_7_acI-B2.genome.CDS.2890,group01451
bin_7_acI-B2.genome.CDS.2891,group01854
bin_7_acI-B2.genome.CDS.2892,group01376
bin_7_acI-B2.genome.CDS.2893,group01858
bin_7_acI-B2.genome.CDS.2894,group01530
bin_7_acI-B2.genome.CDS.2896,group01859
bin_7_acI-B2.genome.CDS.2897,group01454
bin_7_acI-B2.genome.CDS.2898,group02779
bin_7_acI-B2.genome.CDS.2899,group01958
bin_7_acI-B2.genome.CDS.3651,group00491
bin_7_acI-B2.genome.CDS.3650,group00379
bin_7_acI-B2.genome.CDS.4070,group01304
bin_7_acI-B2.genome.CDS.2947,group01960
bin_7_acI-B2.genome.CDS.2944,group01787
bin_7_acI-B2.genome.CDS.2945,group01636
bin_7_acI-B2.genome.CDS.2942,group01103
bin_7_acI-B2.genome.CDS.2943,group02293
bin_7_acI-B2.genome.CDS.2940,group01643
bin_7_acI-B2.genome.CDS.2941,group01708
bin_7_acI-B2.genome.CDS.2948,group01582
bin_7_acI-B2.genome.CDS.2949,group02285
bin_7_acI-B2.genome.CDS.3930,group04824
bin_7_acI-B2.genome.CDS.3931,group02518
bin_7_acI-B2.genome.CDS.2700,group01319
bin_7_acI-B2.genome.CDS.2701,group00154
bin_7_acI-B2.genome.CDS.2098,group00898
bin_7_acI-B2.genome.CDS.2099,group00108
bin_7_acI-B2.genome.CDS.2090,group00068
bin_7_acI-B2.genome.CDS.2091,group00254
bin_7_acI-B2.genome.CDS.2092,group00081
bin_7_acI-B2.genome.CDS.2093,group00191
bin_7_acI-B2.genome.CDS.2094,group00142
bin_7_acI-B2.genome.CDS.2095,group00539
bin_7_acI-B2.genome.CDS.2096,group00253
bin_7_acI-B2.genome.CDS.2097,group00149
bin_7_acI-B2.genome.CDS.3628,group04972
bin_7_acI-B2.genome.CDS.2151,group02298
bin_7_acI-B2.genome.CDS.3939,group00549
bin_7_acI-B2.genome.CDS.3923,group00755
bin_7_acI-B2.genome.CDS.3921,group02288
bin_7_acI-B2.genome.CDS.3920,group02451
bin_7_acI-B2.genome.CDS.3927,group04827
bin_7_acI-B2.genome.CDS.3926,group01206
bin_7_acI-B2.genome.CDS.3925,group01174
bin_7_acI-B2.genome.CDS.3924,group01100
bin_7_acI-B2.genome.CDS.3929,group04825
bin_7_acI-B2.genome.CDS.3928,group04826
bin_7_acI-B2.genome.CDS.2156,group01279
bin_7_acI-B2.genome.CDS.3328,group00586
bin_7_acI-B2.genome.CDS.3859,group01442
bin_7_acI-B2.genome.CDS.3858,group01549
bin_7_acI-B2.genome.CDS.3857,group00593
bin_7_acI-B2.genome.CDS.3320,group01000
bin_7_acI-B2.genome.CDS.3323,group00034
bin_7_acI-B2.genome.CDS.3322,group00802
bin_7_acI-B2.genome.CDS.3325,group01144
bin_7_acI-B2.genome.CDS.3324,group00421
bin_7_acI-B2.genome.CDS.3851,group01072
bin_7_acI-B2.genome.CDS.3850,group00951
bin_7_acI-B2.genome.CDS.3383,group00985
bin_7_acI-B2.genome.CDS.3382,group00072
bin_7_acI-B2.genome.CDS.3833,group00401
bin_7_acI-B2.genome.CDS.3380,group00097
bin_7_acI-B2.genome.CDS.3387,group00542
bin_7_acI-B2.genome.CDS.3834,group00368
bin_7_acI-B2.genome.CDS.2319,group01345
bin_7_acI-B2.genome.CDS.2318,group01333
bin_7_acI-B2.genome.CDS.2313,group00960
bin_7_acI-B2.genome.CDS.2312,group00707
bin_7_acI-B2.genome.CDS.2311,group01965
bin_7_acI-B2.genome.CDS.2310,group00005
bin_7_acI-B2.genome.CDS.2317,group00933
bin_7_acI-B2.genome.CDS.2316,group00761
bin_7_acI-B2.genome.CDS.2315,group00236
bin_7_acI-B2.genome.CDS.2314,group01022
bin_7_acI-B2.genome.CDS.3215,group02389
bin_7_acI-B2.genome.CDS.3214,group00396
bin_7_acI-B2.genome.CDS.3217,group00817
bin_7_acI-B2.genome.CDS.3216,group00955
bin_7_acI-B2.genome.CDS.3211,group01289
bin_7_acI-B2.genome.CDS.3210,group01867
bin_7_acI-B2.genome.CDS.3213,group00929
bin_7_acI-B2.genome.CDS.3219,group01028
bin_7_acI-B2.genome.CDS.3218,group00978
bin_7_acI-B2.genome.CDS.3138,group02063
bin_7_acI-B2.genome.CDS.3139,group01826
bin_7_acI-B2.genome.CDS.966,group00759
bin_7_acI-B2.genome.CDS.3130,group01512
bin_7_acI-B2.genome.CDS.3131,group01023
bin_7_acI-B2.genome.CDS.3132,group00652
bin_7_acI-B2.genome.CDS.3133,group00767
bin_7_acI-B2.genome.CDS.3134,group01140
bin_7_acI-B2.genome.CDS.3135,group00560
bin_7_acI-B2.genome.CDS.3136,group00402
bin_7_acI-B2.genome.CDS.3137,group02907
bin_7_acI-B2.genome.CDS.984,group00399
bin_7_acI-B2.genome.CDS.981,group02541
bin_7_acI-B2.genome.CDS.2407,group01965
bin_7_acI-B2.genome.CDS.2406,group00707
bin_7_acI-B2.genome.CDS.2405,group00960
bin_7_acI-B2.genome.CDS.2404,group00236
bin_7_acI-B2.genome.CDS.2403,group00761
bin_7_acI-B2.genome.CDS.2402,group00933
bin_7_acI-B2.genome.CDS.2401,group01729
bin_7_acI-B2.genome.CDS.2400,group01709
bin_7_acI-B2.genome.CDS.2409,group02848
bin_7_acI-B2.genome.CDS.2408,group01615
bin_7_acI-B2.genome.CDS.3686,group00564
bin_7_acI-B2.genome.CDS.3687,group00565
bin_7_acI-B2.genome.CDS.3684,group00445
bin_7_acI-B2.genome.CDS.3685,group00268
bin_7_acI-B2.genome.CDS.3682,group00404
bin_7_acI-B2.genome.CDS.3683,group00326
bin_7_acI-B2.genome.CDS.3680,group00461
bin_7_acI-B2.genome.CDS.3681,group00492
bin_7_acI-B2.genome.CDS.2823,group00543
bin_7_acI-B2.genome.CDS.3688,group00837
bin_7_acI-B2.genome.CDS.3689,group00720
bin_7_acI-B2.genome.CDS.3429,group00131
bin_7_acI-B2.genome.CDS.2824,group01032
bin_7_acI-B2.genome.CDS.2533,group01958
bin_7_acI-B2.genome.CDS.2532,group01779
bin_7_acI-B2.genome.CDS.2531,group01379
bin_7_acI-B2.genome.CDS.2530,group04870
bin_7_acI-B2.genome.CDS.2537,group01530
bin_7_acI-B2.genome.CDS.2535,group01859
bin_7_acI-B2.genome.CDS.2534,group01454
bin_7_acI-B2.genome.CDS.2539,group00289
bin_7_acI-B2.genome.CDS.2538,group01858
bin_7_acI-B2.genome.CDS.3044,group01230
bin_7_acI-B2.genome.CDS.2829,group00095
bin_7_acI-B2.genome.CDS.3047,group00369
bin_7_acI-B2.genome.CDS.3040,group00898
bin_7_acI-B2.genome.CDS.3041,group00108
bin_7_acI-B2.genome.CDS.3042,group00937
bin_7_acI-B2.genome.CDS.3043,group00167
bin_7_acI-B2.genome.CDS.3048,group00411
bin_7_acI-B2.genome.CDS.3049,group00165
bin_7_acI-B2.genome.CDS.3421,group01857
bin_7_acI-B2.genome.CDS.2658,group00610
bin_7_acI-B2.genome.CDS.1571,group00320
bin_7_acI-B2.genome.CDS.2629,group01206
bin_7_acI-B2.genome.CDS.2628,group01018
bin_7_acI-B2.genome.CDS.2627,group00022
bin_7_acI-B2.genome.CDS.2626,group00546
bin_7_acI-B2.genome.CDS.2625,group00552
bin_7_acI-B2.genome.CDS.2624,group00035
bin_7_acI-B2.genome.CDS.2623,group00582
bin_7_acI-B2.genome.CDS.2622,group00400
bin_7_acI-B2.genome.CDS.2621,group00178
bin_7_acI-B2.genome.CDS.2620,group00302
bin_7_acI-B2.genome.CDS.3592,group00792
bin_7_acI-B2.genome.CDS.3593,group00643
bin_7_acI-B2.genome.CDS.3590,group00337
bin_7_acI-B2.genome.CDS.3591,group00037
bin_7_acI-B2.genome.CDS.3596,group00666
bin_7_acI-B2.genome.CDS.3597,group00771
bin_7_acI-B2.genome.CDS.3594,group00669
bin_7_acI-B2.genome.CDS.3595,group00800
bin_7_acI-B2.genome.CDS.3598,group02490
bin_7_acI-B2.genome.CDS.3599,group04968
bin_7_acI-B2.genome.CDS.3334,group01051
bin_7_acI-B2.genome.CDS.3335,group01002
bin_7_acI-B2.genome.CDS.3840,group01324
bin_7_acI-B2.genome.CDS.3333,group01061
bin_7_acI-B2.genome.CDS.3842,group00680
bin_7_acI-B2.genome.CDS.1370,group00700
bin_7_acI-B2.genome.CDS.3668,group00989
bin_7_acI-B2.genome.CDS.3669,group00499
bin_7_acI-B2.genome.CDS.3664,group00599
bin_7_acI-B2.genome.CDS.3665,group00261
bin_7_acI-B2.genome.CDS.3666,group00031
bin_7_acI-B2.genome.CDS.3667,group00405
bin_7_acI-B2.genome.CDS.3660,group00235
bin_7_acI-B2.genome.CDS.3661,group00200
bin_7_acI-B2.genome.CDS.3662,group00719
bin_7_acI-B2.genome.CDS.3468,group00047
bin_7_acI-B2.genome.CDS.3469,group00068
bin_7_acI-B2.genome.CDS.3467,group00189
bin_7_acI-B2.genome.CDS.3464,group00571
bin_7_acI-B2.genome.CDS.3465,group00456
bin_7_acI-B2.genome.CDS.3462,group00485
bin_7_acI-B2.genome.CDS.3463,group00143
bin_7_acI-B2.genome.CDS.3460,group02082
bin_7_acI-B2.genome.CDS.3461,group00630
bin_7_acI-B2.genome.CDS.2883,group01214
bin_7_acI-B2.genome.CDS.2882,group01182
bin_7_acI-B2.genome.CDS.2881,group01345
bin_7_acI-B2.genome.CDS.2880,group01384
bin_7_acI-B2.genome.CDS.1200,group02629
bin_7_acI-B2.genome.CDS.2886,group04905
bin_7_acI-B2.genome.CDS.2885,group01202
bin_7_acI-B2.genome.CDS.2884,group00957
bin_7_acI-B2.genome.CDS.2889,group01377
bin_7_acI-B2.genome.CDS.2888,group01378
bin_7_acI-B2.genome.CDS.1194,group04948
bin_7_acI-B2.genome.CDS.1195,group04947
bin_7_acI-B2.genome.CDS.2951,group01702
bin_7_acI-B2.genome.CDS.2950,group01337
bin_7_acI-B2.genome.CDS.4061,group01374
bin_7_acI-B2.genome.CDS.2952,group01279
bin_7_acI-B2.genome.CDS.2955,group01249
bin_7_acI-B2.genome.CDS.2954,group01536
bin_7_acI-B2.genome.CDS.4065,group01423
bin_7_acI-B2.genome.CDS.4064,group00729
bin_7_acI-B2.genome.CDS.2959,group00510
bin_7_acI-B2.genome.CDS.2958,group01313
bin_7_acI-B2.genome.CDS.4069,group01971
bin_7_acI-B2.genome.CDS.1685,group04973
bin_7_acI-B2.genome.CDS.3051,group00070
bin_7_acI-B2.genome.CDS.3050,group00054
bin_7_acI-B2.genome.CDS.2089,group00047
bin_7_acI-B2.genome.CDS.2088,group00189
bin_7_acI-B2.genome.CDS.2083,group00485
bin_7_acI-B2.genome.CDS.2082,group00630
bin_7_acI-B2.genome.CDS.2081,group00591
bin_7_acI-B2.genome.CDS.2080,group02078
bin_7_acI-B2.genome.CDS.2086,group00456
bin_7_acI-B2.genome.CDS.2085,group00571
bin_7_acI-B2.genome.CDS.2084,group00143
bin_7_acI-B2.genome.CDS.2500,group04868
bin_7_acI-B2.genome.CDS.2501,group01334
bin_7_acI-B2.genome.CDS.3918,group02517
bin_7_acI-B2.genome.CDS.3919,group02288
bin_7_acI-B2.genome.CDS.3916,group00029
bin_7_acI-B2.genome.CDS.3917,group00956
bin_7_acI-B2.genome.CDS.3914,group01247
bin_7_acI-B2.genome.CDS.3915,group01114
bin_7_acI-B2.genome.CDS.3912,group01001
bin_7_acI-B2.genome.CDS.3913,group00668
bin_7_acI-B2.genome.CDS.3910,group00730
bin_7_acI-B2.genome.CDS.3911,group00590
bin_7_acI-B2.genome.CDS.2692,group00871
bin_7_acI-B2.genome.CDS.3868,group01425
bin_7_acI-B2.genome.CDS.3869,group00716
bin_7_acI-B2.genome.CDS.1966,group02075
bin_7_acI-B2.genome.CDS.3862,group01517
bin_7_acI-B2.genome.CDS.3863,group02037
bin_7_acI-B2.genome.CDS.3860,group01470
bin_7_acI-B2.genome.CDS.3861,group00034
bin_7_acI-B2.genome.CDS.3866,group00014
bin_7_acI-B2.genome.CDS.3867,group01459
bin_7_acI-B2.genome.CDS.3864,group01672
bin_7_acI-B2.genome.CDS.3865,group00747
bin_7_acI-B2.genome.CDS.2915,group01780
bin_7_acI-B2.genome.CDS.2914,group01311
bin_7_acI-B2.genome.CDS.2917,group02542
bin_7_acI-B2.genome.CDS.2326,group00788
bin_7_acI-B2.genome.CDS.2327,group02628
bin_7_acI-B2.genome.CDS.2324,group00270
bin_7_acI-B2.genome.CDS.2325,group00911
bin_7_acI-B2.genome.CDS.2322,group01003
bin_7_acI-B2.genome.CDS.2323,group00726
bin_7_acI-B2.genome.CDS.2320,group01861
bin_7_acI-B2.genome.CDS.2321,group01586
bin_7_acI-B2.genome.CDS.4023,group02293
bin_7_acI-B2.genome.CDS.2329,group00789
bin_7_acI-B2.genome.CDS.2913,group02540
bin_7_acI-B2.genome.CDS.626,group02191
bin_7_acI-B2.genome.CDS.199,group02535
bin_7_acI-B2.genome.CDS.3260,group00198
bin_7_acI-B2.genome.CDS.3263,group04945
bin_7_acI-B2.genome.CDS.3264,group01316
bin_7_acI-B2.genome.CDS.3265,group01188
bin_7_acI-B2.genome.CDS.3266,group00266
bin_7_acI-B2.genome.CDS.3267,group00857
bin_7_acI-B2.genome.CDS.3268,group01865
bin_7_acI-B2.genome.CDS.3269,group02518
bin_7_acI-B2.genome.CDS.3129,group00603
bin_7_acI-B2.genome.CDS.3128,group00604
bin_7_acI-B2.genome.CDS.3123,group00803
bin_7_acI-B2.genome.CDS.3122,group01107
bin_7_acI-B2.genome.CDS.3121,group00242
bin_7_acI-B2.genome.CDS.3120,group01025
bin_7_acI-B2.genome.CDS.3127,group00809
bin_7_acI-B2.genome.CDS.3126,group00648
bin_7_acI-B2.genome.CDS.3125,group00473
bin_7_acI-B2.genome.CDS.3124,group00997
bin_7_acI-B2.genome.CDS.2432,group00327
bin_7_acI-B2.genome.CDS.2433,group00966
bin_7_acI-B2.genome.CDS.2430,group00302
bin_7_acI-B2.genome.CDS.2431,group00178
bin_7_acI-B2.genome.CDS.2436,group00562
bin_7_acI-B2.genome.CDS.2437,group00161
bin_7_acI-B2.genome.CDS.2434,group00814
bin_7_acI-B2.genome.CDS.2435,group00232
bin_7_acI-B2.genome.CDS.2438,group02974
bin_7_acI-B2.genome.CDS.3691,group00584
bin_7_acI-B2.genome.CDS.3690,group00519
bin_7_acI-B2.genome.CDS.3695,group01560
bin_7_acI-B2.genome.CDS.3694,group01251
bin_7_acI-B2.genome.CDS.3697,group00422
bin_7_acI-B2.genome.CDS.3696,group00530
bin_7_acI-B2.genome.CDS.3699,group00344
bin_7_acI-B2.genome.CDS.3698,group00304
bin_7_acI-B2.genome.CDS.3057,group00915
bin_7_acI-B2.genome.CDS.3056,group00452
bin_7_acI-B2.genome.CDS.3055,group00028
bin_7_acI-B2.genome.CDS.3054,group00262
bin_7_acI-B2.genome.CDS.3053,group00851
bin_7_acI-B2.genome.CDS.3052,group04920
bin_7_acI-B2.genome.CDS.2508,group01384
bin_7_acI-B2.genome.CDS.2509,group01054
bin_7_acI-B2.genome.CDS.2506,group00681
bin_7_acI-B2.genome.CDS.2507,group00629
bin_7_acI-B2.genome.CDS.2504,group04867
bin_7_acI-B2.genome.CDS.2505,group01204
bin_7_acI-B2.genome.CDS.2502,group01463
bin_7_acI-B2.genome.CDS.2503,group02008
bin_7_acI-B2.genome.CDS.3059,group00182
bin_7_acI-B2.genome.CDS.3058,group00211
bin_7_acI-B2.genome.CDS.3589,group01030
bin_7_acI-B2.genome.CDS.3588,group01081
bin_7_acI-B2.genome.CDS.3585,group01254
bin_7_acI-B2.genome.CDS.3584,group01705
bin_7_acI-B2.genome.CDS.3587,group01135
bin_7_acI-B2.genome.CDS.3586,group00613
bin_7_acI-B2.genome.CDS.3581,group01031
bin_7_acI-B2.genome.CDS.3580,group00631
bin_7_acI-B2.genome.CDS.3583,group01284
bin_7_acI-B2.genome.CDS.3582,group00628
bin_7_acI-B2.genome.CDS.2618,group01421
bin_7_acI-B2.genome.CDS.2619,group00865
bin_7_acI-B2.genome.CDS.2612,group00158
bin_7_acI-B2.genome.CDS.2613,group00157
bin_7_acI-B2.genome.CDS.2610,group00852
bin_7_acI-B2.genome.CDS.2611,group00059
bin_7_acI-B2.genome.CDS.2616,group01314
bin_7_acI-B2.genome.CDS.2617,group01121
bin_7_acI-B2.genome.CDS.2614,group00121
bin_7_acI-B2.genome.CDS.2615,group01592
bin_7_acI-B2.genome.CDS.2699,group01108
