Clade,COG,CDS,Total
acI-B,group00883,"AAA027J17.genome.CDS.1224,AAA027L06.genome.CDS.2225,AAA028A23.genome.CDS.1597,AAA044D11.genome.CDS.367,AAA278I18.genome.CDS.1342,bin_7_acI-B2.genome.CDS.1926,bin_7_acI-B2.genome.CDS.304,MEint283.genome.CDS.1032,MEint283.genome.CDS.1521,TBepi2057.genome.CDS.1304,TBepi2754.genome.CDS.2200,TBepi3207.genome.CDS.2142,TBhypo3463.genome.CDS.2388,TBhypo3838.genome.CDS.795,TBhypo680.genome.CDS.1396",1
acI-B,group00885,"AAA027J17.genome.CDS.1663,AAA027L06.genome.CDS.2026,AAA028A23.genome.CDS.1256,AAA044D11.genome.CDS.1424,TBhypo3463.genome.CDS.2452",56
acI-B,group00886,"AAA027J17.genome.CDS.1099,AAA044D11.genome.CDS.2280,AAA278I18.genome.CDS.1870,bin_7_acI-B2.genome.CDS.2022,bin_7_acI-B2.genome.CDS.2038,MEint4252.genome.CDS.1894,TBepi2754.genome.CDS.1984,TBepi3207.genome.CDS.2186,TBhypo3463.genome.CDS.2014",1
acI-B,group00887,"AAA027J17.genome.CDS.1303,AAA027L06.genome.CDS.1946,AAA044D11.genome.CDS.1780,AAA278I18.genome.CDS.1750,acIB-AMD-6.genome.CDS.692,MEint283.genome.CDS.1116,MEint4252.genome.CDS.2086,TBepi2754.genome.CDS.2001,TBepi3207.genome.CDS.1552,TBepi3475.genome.CDS.1779,TBepi4208.genome.CDS.1601,TBhypo2152.genome.CDS.1393,TBhypo3463.genome.CDS.2266,TBhypo680.genome.CDS.2376",2
acI-B,group00890,"AAA027J17.genome.CDS.1427,AAA027L06.genome.CDS.2338,AAA028A23.genome.CDS.264,AB141P03.genome.CDS.731,acIB-AMD-7.genome.CDS.1788,bin_7_acI-B2.genome.CDS.3755,MEint283.genome.CDS.770,MEint4252.genome.CDS.2036,TBepi2057.genome.CDS.1431,TBepi2754.genome.CDS.1570,TBepi3207.genome.CDS.1944,TBepi3207.genome.CDS.1384,TBepi3475.genome.CDS.1662,TBepi4208.genome.CDS.1773,TBhypo3463.genome.CDS.1931,TBhypo680.genome.CDS.1373",2
acI-B,group00891,"AAA027J17.genome.CDS.1917,AAA027L06.genome.CDS.2306,AAA028A23.genome.CDS.1073,AAA278I18.genome.CDS.1628,AB141P03.genome.CDS.764,acIB-AMD-6.genome.CDS.847,acIB-AMD-7.genome.CDS.1920,bin_7_acI-B2.genome.CDS.3233,MEint4252.genome.CDS.1724,TBepi2754.genome.CDS.2025,TBepi3207.genome.CDS.2095,TBepi3475.genome.CDS.1934,TBepi4208.genome.CDS.1910,TBhypo2152.genome.CDS.1172,TBhypo3463.genome.CDS.2049,TBhypo3838.genome.CDS.810,TBhypo680.genome.CDS.1655",3
acI-B,group00893,"AAA023D18.genome.CDS.822,AAA027J17.genome.CDS.1574,AAA027L06.genome.CDS.2099,AAA028A23.genome.CDS.1624,AAA044D11.genome.CDS.1875,AAA278I18.genome.CDS.1383,AB141P03.genome.CDS.993,acIB-AMD-7.genome.CDS.1721,bin_7_acI-B2.genome.CDS.3545,MEint283.genome.CDS.1422,MEint4252.genome.CDS.1502,TBepi2057.genome.CDS.1895,TBepi2754.genome.CDS.2771,TBepi3207.genome.CDS.2158,TBhypo2152.genome.CDS.1810,TBhypo3463.genome.CDS.2472,TBhypo3838.genome.CDS.914,TBhypo680.genome.CDS.2108",3
acI-B,group00894,"AAA027J17.genome.CDS.1653,AAA027L06.genome.CDS.1725,AAA028A23.genome.CDS.1661,AAA044D11.genome.CDS.1434",5
acI-B,group00895,"AAA027J17.genome.CDS.1655,AAA027L06.genome.CDS.1723,AAA028A23.genome.CDS.1663,AAA044D11.genome.CDS.1432,AAA278I18.genome.CDS.1970",9
acI-B,group00896,"AAA027J17.genome.CDS.1654,AAA027L06.genome.CDS.1724,AAA028A23.genome.CDS.1662,AAA044D11.genome.CDS.1433",27
acI-B,group00900,"AAA027J17.genome.CDS.1680,AAA027L06.genome.CDS.1598,AAA028A23.genome.CDS.1572,AAA278I18.genome.CDS.977,MEint283.genome.CDS.1277,MEint4252.genome.CDS.1183,TBepi2754.genome.CDS.2368,TBepi4208.genome.CDS.1861,TBhypo680.genome.CDS.2289,TBhypo680.genome.CDS.1997,TBhypo680.genome.CDS.2290",5
acI-B,group00902,"AAA027J17.genome.CDS.1035,AAA027L06.genome.CDS.1240,AAA278I18.genome.CDS.1467,AB141P03.genome.CDS.1259,acIB-AMD-6.genome.CDS.546,acIB-AMD-7.genome.CDS.1085,MEint283.genome.CDS.1435,MEint4252.genome.CDS.1486,TBepi2057.genome.CDS.1985,TBepi2754.genome.CDS.1580,TBepi3207.genome.CDS.1843,TBepi3207.genome.CDS.2090,TBepi3475.genome.CDS.1268,TBepi4208.genome.CDS.1508,TBhypo3463.genome.CDS.1570,TBhypo680.genome.CDS.1363",2
acI-B,group00906,"AAA023D18.genome.CDS.984,AAA027J17.genome.CDS.1364,AAA027L06.genome.CDS.1903,AAA044D11.genome.CDS.2107,MEint283.genome.CDS.1491,TBepi2057.genome.CDS.1520,TBhypo3838.genome.CDS.720",37
acI-B,group00908,"AAA027J17.genome.CDS.1301,AAA027L06.genome.CDS.1944,AAA044D11.genome.CDS.1782,AAA278I18.genome.CDS.1761,acIB-AMD-6.genome.CDS.153,acIB-AMD-7.genome.CDS.1312,MEint283.genome.CDS.1114,MEint4252.genome.CDS.2084,TBepi2057.genome.CDS.1205,TBepi2754.genome.CDS.1999,TBepi3207.genome.CDS.1550,TBepi3475.genome.CDS.1777,TBepi4208.genome.CDS.1599,TBhypo2152.genome.CDS.1395,TBhypo3463.genome.CDS.2264,TBhypo3838.genome.CDS.945,TBhypo680.genome.CDS.2374",12
acI-B,group00910,"AAA023D18.genome.CDS.911,AAA027J17.genome.CDS.1885,AAA027L06.genome.CDS.1693,AAA044D11.genome.CDS.2075,AAA278I18.genome.CDS.1270,bin_7_acI-B2.genome.CDS.2237,bin_7_acI-B2.genome.CDS.2485,MEint283.genome.CDS.1162,MEint4252.genome.CDS.1850,TBepi2057.genome.CDS.1298,TBepi2754.genome.CDS.2401,TBepi3207.genome.CDS.2181,TBepi3475.genome.CDS.1486,TBepi4208.genome.CDS.1753,TBhypo2152.genome.CDS.1383,TBhypo3463.genome.CDS.1824,TBhypo680.genome.CDS.2132",5
acI-B,group00912,"AAA027J17.genome.CDS.1852,AAA027L06.genome.CDS.2320,AAA028A23.genome.CDS.1087,AB141P03.genome.CDS.81,acIB-AMD-6.genome.CDS.1094,bin_7_acI-B2.genome.CDS.2965,bin_7_acI-B2.genome.CDS.3505,bin_7_acI-B2.genome.CDS.4044,MEint4252.genome.CDS.1833,TBepi2057.genome.CDS.1180,TBepi2754.genome.CDS.2352,TBepi3207.genome.CDS.1655,TBhypo3463.genome.CDS.1675,TBhypo680.genome.CDS.2306",50
acI-B,group00913,"AAA023D18.genome.CDS.1519,AAA027J17.genome.CDS.1847,AAA027L06.genome.CDS.2325,AAA028A23.genome.CDS.1092,AB141P03.genome.CDS.744,acIB-AMD-6.genome.CDS.538,bin_7_acI-B2.genome.CDS.2971,bin_7_acI-B2.genome.CDS.3499,bin_7_acI-B2.genome.CDS.4050,MEint283.genome.CDS.751,MEint4252.genome.CDS.1838,TBepi2057.genome.CDS.1911,TBepi2754.genome.CDS.2358,TBepi3207.genome.CDS.2032,TBepi4208.genome.CDS.1436,TBhypo3463.genome.CDS.2097,TBhypo680.genome.CDS.2300",2
acI-B,group00916,"AAA027J17.genome.CDS.1652,AAA027L06.genome.CDS.1726,AAA028A23.genome.CDS.1660,AAA044D11.genome.CDS.1435,TBhypo3463.genome.CDS.1329",25
acI-B,group00918,"AAA044D11.genome.CDS.2022,MEint4252.genome.CDS.1557",1
acI-B,group00919,"AAA027J17.genome.CDS.1664,AAA027L06.genome.CDS.2025,AAA028A23.genome.CDS.1257,AAA044D11.genome.CDS.1423,TBhypo3463.genome.CDS.2453",6
acI-B,group00920,"AAA027J17.genome.CDS.1665,AAA027L06.genome.CDS.2024,AAA028A23.genome.CDS.1258,AAA044D11.genome.CDS.1422,TBhypo3463.genome.CDS.2454",57
acI-B,group00921,"AAA023D18.genome.CDS.1537,AAA027J17.genome.CDS.1666,AAA027L06.genome.CDS.2023,AAA028A23.genome.CDS.1259,AAA044D11.genome.CDS.1421,TBhypo3463.genome.CDS.2455",22
acI-B,group00924,"AAA023D18.genome.CDS.1389,AAA027J17.genome.CDS.1425,AAA027L06.genome.CDS.2340,AAA028A23.genome.CDS.1107,AB141P03.genome.CDS.729,MEint283.genome.CDS.1049,MEint283.genome.CDS.772,MEint4252.genome.CDS.2038,TBepi2057.genome.CDS.1433,TBepi2754.genome.CDS.1572,TBepi3207.genome.CDS.1856,TBepi3475.genome.CDS.1660,TBepi4208.genome.CDS.1672,TBhypo3463.genome.CDS.1500,TBhypo3463.genome.CDS.2510,TBhypo680.genome.CDS.1371",9
acI-B,group00930,"AAA027J17.genome.CDS.1266,AAA027L06.genome.CDS.2178,acIB-AMD-7.genome.CDS.1281,bin_7_acI-B2.genome.CDS.3005,TBepi2057.genome.CDS.1669,TBepi2754.genome.CDS.2437,TBepi3207.genome.CDS.2535,TBepi3475.genome.CDS.1810,TBhypo3463.genome.CDS.1446,TBhypo3838.genome.CDS.855,TBhypo680.genome.CDS.1749",2
acI-B,group00931,"AAA027J17.genome.CDS.1265,AAA027L06.genome.CDS.2177,AAA044D11.genome.CDS.1753,acIB-AMD-7.genome.CDS.1280,bin_7_acI-B2.genome.CDS.3004,MEint4252.genome.CDS.1631,TBepi2057.genome.CDS.1668,TBepi2754.genome.CDS.2436,TBepi3207.genome.CDS.2536,TBepi3475.genome.CDS.800,TBhypo2152.genome.CDS.1605,TBhypo3463.genome.CDS.1447,TBhypo3838.genome.CDS.854,TBhypo680.genome.CDS.1748",1
acI-B,group00934,"AAA027L06.genome.CDS.1453,AAA278I18.genome.CDS.1948,AAA278I18.genome.CDS.1737,TBepi2754.genome.CDS.1824,TBepi3207.genome.CDS.2205,TBhypo3463.genome.CDS.2068,TBhypo680.genome.CDS.1897",2
acI-B,group00935,"AAA027J17.genome.CDS.1369,AAA027L06.genome.CDS.1895,AAA044D11.genome.CDS.1721,acIB-AMD-7.genome.CDS.1414,TBhypo2152.genome.CDS.1358",2
acI-B,group00936,"AAA027J17.genome.CDS.1014,AAA027L06.genome.CDS.1216,AB141P03.genome.CDS.1132,acIB-AMD-6.genome.CDS.569,acIB-AMD-7.genome.CDS.1621,MEint283.genome.CDS.1185",3
acI-B,group00940,"AAA027J17.genome.CDS.1271,AAA027L06.genome.CDS.2183,AAA044D11.genome.CDS.1759,acIB-AMD-6.genome.CDS.673,bin_7_acI-B2.genome.CDS.2521,bin_7_acI-B2.genome.CDS.3089,TBepi2057.genome.CDS.1620,TBepi4208.genome.CDS.1622,TBhypo2152.genome.CDS.1227",15
acI-B,group00944,"AAA023D18.genome.CDS.1270,AAA027J17.genome.CDS.1670,AAA027L06.genome.CDS.2019,AAA028A23.genome.CDS.1266,AAA044D11.genome.CDS.1417,bin_7_acI-B2.genome.CDS.3605,TBhypo3463.genome.CDS.2459",18
acI-B,group00945,"AAA023D18.genome.CDS.1269,AAA027J17.genome.CDS.1671,AAA027L06.genome.CDS.2018,AAA028A23.genome.CDS.1267,AAA044D11.genome.CDS.1416,bin_7_acI-B2.genome.CDS.3604,TBhypo3463.genome.CDS.2460",43
acI-B,group00947,"AAA023D18.genome.CDS.1251,AAA027J17.genome.CDS.1968,AAA028A23.genome.CDS.1317,AAA044D11.genome.CDS.1962,AAA278I18.genome.CDS.1644,AB141P03.genome.CDS.693,acIB-AMD-6.genome.CDS.915,MEint4252.genome.CDS.1757,TBepi2057.genome.CDS.130,TBepi2754.genome.CDS.1635,TBepi3207.genome.CDS.2431,TBepi4208.genome.CDS.1532,TBhypo2152.genome.CDS.1629,TBhypo3838.genome.CDS.146,TBhypo680.genome.CDS.1307",1
acI-B,group00949,"AAA027J17.genome.CDS.1527,AAA027L06.genome.CDS.2130,AAA028A23.genome.CDS.1182,AAA044D11.genome.CDS.2095,AAA278I18.genome.CDS.1156,acIB-AMD-6.genome.CDS.946",6
acI-B,group00950,"AAA023D18.genome.CDS.1101,AAA027J17.genome.CDS.1543,AAA027L06.genome.CDS.2114,AAA028A23.genome.CDS.1166,AAA044D11.genome.CDS.1381,acIB-AMD-7.genome.CDS.1862,bin_7_acI-B2.genome.CDS.2026,bin_7_acI-B2.genome.CDS.2042,MEint4252.genome.CDS.2215,MEint4252.genome.CDS.1371,TBepi2057.genome.CDS.1926,TBepi2754.genome.CDS.1981,TBepi3207.genome.CDS.1493,TBepi3475.genome.CDS.1501,TBepi4208.genome.CDS.1243,TBhypo2152.genome.CDS.1031,TBhypo3463.genome.CDS.1924",1
acI-B,group00952,"AAA027J17.genome.CDS.1191,AAA027L06.genome.CDS.2380,AAA028A23.genome.CDS.1129,bin_7_acI-B2.genome.CDS.2335,bin_7_acI-B2.genome.CDS.3984,MEint283.genome.CDS.1228,MEint4252.genome.CDS.1401,TBepi2057.genome.CDS.1302,TBepi2754.genome.CDS.2606,TBepi3475.genome.CDS.1516,TBepi4208.genome.CDS.1012,TBhypo3838.genome.CDS.797,TBhypo680.genome.CDS.1828",4
acI-B,group00953,"AAA027J17.genome.CDS.1424,AAA027L06.genome.CDS.2341,AAA028A23.genome.CDS.1108,AAA044D11.genome.CDS.2096,AB141P03.genome.CDS.728,acIB-AMD-7.genome.CDS.1786,bin_7_acI-B2.genome.CDS.2586,MEint4252.genome.CDS.2023,TBepi2754.genome.CDS.2728,TBhypo680.genome.CDS.1458",6
acI-B,group00954,"AAA023D18.genome.CDS.775,AAA027J17.genome.CDS.1868,AAA027L06.genome.CDS.1339,AAA028A23.genome.CDS.1476,AAA044D11.genome.CDS.1297,AAA278I18.genome.CDS.1506,acIB-AMD-7.genome.CDS.1455,bin_7_acI-B2.genome.CDS.2809,MEint283.genome.CDS.1237,MEint4252.genome.CDS.1477,TBepi2057.genome.CDS.1402,TBepi2754.genome.CDS.2536,TBepi4208.genome.CDS.1851,TBhypo2152.genome.CDS.1789,TBhypo3463.genome.CDS.1292,TBhypo3838.genome.CDS.629,TBhypo680.genome.CDS.2454",10
acI-B,group00956,"bin_7_acI-B2.genome.CDS.3281,bin_7_acI-B2.genome.CDS.3917,MEint283.genome.CDS.1210,MEint4252.genome.CDS.1814,TBepi2057.genome.CDS.1327,TBepi3475.genome.CDS.521,TBepi4208.genome.CDS.1712,TBhypo2152.genome.CDS.1392",3
acI-B,group00962,"AAA023D18.genome.CDS.1317,AAA027L06.genome.CDS.2047,AAA044D11.genome.CDS.1499,AAA278I18.genome.CDS.1318,AB141P03.genome.CDS.1154,TBepi2057.genome.CDS.1767,TBepi3475.genome.CDS.1704,TBhypo3463.genome.CDS.1656,TBhypo680.genome.CDS.2577",2
acI-B,group00964,"AAA023D18.genome.CDS.1532,AAA027L06.genome.CDS.1296,AAA028A23.genome.CDS.888,AAA044D11.genome.CDS.1608,AAA278I18.genome.CDS.1101,AB141P03.genome.CDS.912,acIB-AMD-6.genome.CDS.1013,bin_7_acI-B2.genome.CDS.3735,MEint283.genome.CDS.897,MEint4252.genome.CDS.1685,TBepi2057.genome.CDS.1102,TBepi2754.genome.CDS.1484,TBepi4208.genome.CDS.1067,TBhypo2152.genome.CDS.1068,TBhypo3463.genome.CDS.1599,TBhypo680.genome.CDS.1688",2
acI-B,group00969,"AAA027J17.genome.CDS.1209,AAA027L06.genome.CDS.2362,AAA028A23.genome.CDS.1147,AAA044D11.genome.CDS.2271,bin_7_acI-B2.genome.CDS.3331,MEint283.genome.CDS.1508,MEint4252.genome.CDS.1938,TBepi2057.genome.CDS.1546,TBepi2754.genome.CDS.2669,TBepi3207.genome.CDS.950,TBepi4208.genome.CDS.1574,TBhypo2152.genome.CDS.1444,TBhypo680.genome.CDS.1957",7
acI-B,group00970,"AAA027J17.genome.CDS.1607,AAA027L06.genome.CDS.1574,acIB-AMD-7.genome.CDS.1936,MEint283.genome.CDS.1343,MEint4252.genome.CDS.1895",1
acI-B,group00974,"AAA023D18.genome.CDS.1001,AAA027L06.genome.CDS.1917,AAA044D11.genome.CDS.1521,AB141P03.genome.CDS.1274,bin_7_acI-B2.genome.CDS.2992,TBepi2754.genome.CDS.2481,TBepi3207.genome.CDS.1313,TBepi4208.genome.CDS.1553,TBhypo2152.genome.CDS.1297,TBhypo3463.genome.CDS.1381,TBhypo680.genome.CDS.1566",1
acI-B,group00976,"AAA027J17.genome.CDS.1962,AAA027L06.genome.CDS.2438,AAA028A23.genome.CDS.863,AAA278I18.genome.CDS.1076,acIB-AMD-6.genome.CDS.715,acIB-AMD-6.genome.CDS.1074,acIB-AMD-7.genome.CDS.1028,acIB-AMD-7.genome.CDS.1903,MEint283.genome.CDS.959,TBepi3475.genome.CDS.1958",3
acI-B,group00977,"AAA023D18.genome.CDS.1412,AAA027J17.genome.CDS.1822,AAA027L06.genome.CDS.1367,AAA028A23.genome.CDS.1573,AAA044D11.genome.CDS.1328,AAA278I18.genome.CDS.1537,AB141P03.genome.CDS.1013,acIB-AMD-7.genome.CDS.1253,bin_7_acI-B2.genome.CDS.3396,MEint4252.genome.CDS.1445,TBepi2057.genome.CDS.1824,TBepi2754.genome.CDS.2053,TBepi3207.genome.CDS.1918,TBepi4208.genome.CDS.1638,TBhypo2152.genome.CDS.1200,TBhypo3463.genome.CDS.1768,TBhypo3838.genome.CDS.566,TBhypo680.genome.CDS.2428",16
acI-B,group00979,"AAA023D18.genome.CDS.1400,AAA027J17.genome.CDS.1413,AB141P03.genome.CDS.717,acIB-AMD-7.genome.CDS.1386,MEint283.genome.CDS.1060,MEint283.genome.CDS.1220,MEint4252.genome.CDS.1805,TBepi2057.genome.CDS.1320,TBepi2754.genome.CDS.2098,TBepi3207.genome.CDS.2478,TBepi3475.genome.CDS.1549,TBepi4208.genome.CDS.1991,TBhypo2152.genome.CDS.1009,TBhypo3463.genome.CDS.2001,TBhypo680.genome.CDS.2035",14
acI-B,group00982,"AAA023D18.genome.CDS.1414,AAA027J17.genome.CDS.1820,AAA027L06.genome.CDS.1365,AAA044D11.genome.CDS.1327,AAA278I18.genome.CDS.1539,AB141P03.genome.CDS.1011,acIB-AMD-7.genome.CDS.1255,acIB-AMD-7.genome.CDS.1360,bin_7_acI-B2.genome.CDS.3395,MEint4252.genome.CDS.1446,TBepi2057.genome.CDS.1825,TBepi2754.genome.CDS.2052,TBepi3207.genome.CDS.1919,TBepi4208.genome.CDS.1637,TBhypo2152.genome.CDS.1201,TBhypo3463.genome.CDS.1767,TBhypo3838.genome.CDS.835,TBhypo680.genome.CDS.2429",2
acI-B,group00983,"AAA023D18.genome.CDS.772,AAA027J17.genome.CDS.1871,AAA027L06.genome.CDS.1342,AAA028A23.genome.CDS.1473,AAA044D11.genome.CDS.1300,AAA278I18.genome.CDS.1519,acIB-AMD-7.genome.CDS.1452,MEint283.genome.CDS.775,MEint4252.genome.CDS.1474,TBepi2057.genome.CDS.1404,TBepi2754.genome.CDS.2538,TBepi3207.genome.CDS.1899,TBepi3475.genome.CDS.1840,TBepi4208.genome.CDS.1854,TBhypo2152.genome.CDS.1791,TBhypo3463.genome.CDS.1290,TBhypo3838.genome.CDS.627,TBhypo680.genome.CDS.2452",3
acI-B,group00984,"AAA023D18.genome.CDS.1193,AAA027J17.genome.CDS.1946,AAA027L06.genome.CDS.1750,AAA028A23.genome.CDS.1042,AAA044D11.genome.CDS.1460,acIB-AMD-7.genome.CDS.1439,MEint283.genome.CDS.992,MEint4252.genome.CDS.1646,TBepi2754.genome.CDS.1740,TBepi4208.genome.CDS.1233,TBhypo680.genome.CDS.2161",1
acI-B,group00988,"AAA023D18.genome.CDS.1243,AAA027L06.genome.CDS.1454,AAA278I18.genome.CDS.1947,acIB-AMD-7.genome.CDS.1521",6
acI-B,group00989,"AAA023D18.genome.CDS.1052,AAA027L06.genome.CDS.1527,AAA044D11.genome.CDS.402,acIB-AMD-6.genome.CDS.613,acIB-AMD-7.genome.CDS.1329,acIB-AMD-7.genome.CDS.1636,bin_7_acI-B2.genome.CDS.3668,MEint283.genome.CDS.1324,MEint4252.genome.CDS.1201,TBepi2754.genome.CDS.1692,TBepi3207.genome.CDS.1471,TBepi3475.genome.CDS.1527,TBepi4208.genome.CDS.1819,TBhypo2152.genome.CDS.1434,TBhypo3463.genome.CDS.2357",9
acI-B,group00991,"AAA023D18.genome.CDS.1539,AAA027J17.genome.CDS.1667,AAA027L06.genome.CDS.2022,AAA028A23.genome.CDS.1260,AAA044D11.genome.CDS.1420,TBhypo3463.genome.CDS.2456",36
acI-B,group00999,"AAA027J17.genome.CDS.1136,AAA027L06.genome.CDS.2410,AB141P03.genome.CDS.1324,acIB-AMD-7.genome.CDS.1430,bin_7_acI-B2.genome.CDS.3963,MEint4252.genome.CDS.1144,TBepi2057.genome.CDS.1363,TBepi2754.genome.CDS.2284,TBepi3475.genome.CDS.1130,TBepi4208.genome.CDS.1694,TBhypo2152.genome.CDS.907,TBhypo3838.genome.CDS.883,TBhypo680.genome.CDS.1944",2
acI-B,group01001,"AAA023D18.genome.CDS.1459,AAA027J17.genome.CDS.1407,AAA028A23.genome.CDS.1299,AB141P03.genome.CDS.711,acIB-AMD-7.genome.CDS.1392,bin_7_acI-B2.genome.CDS.3912,MEint283.genome.CDS.1214,MEint4252.genome.CDS.1811,TBepi2057.genome.CDS.1325,TBepi2754.genome.CDS.1710,TBepi3207.genome.CDS.2440,TBepi3475.genome.CDS.1513,TBepi3475.genome.CDS.1544,TBepi4208.genome.CDS.1421,TBhypo2152.genome.CDS.1004,TBhypo3463.genome.CDS.1957,TBhypo680.genome.CDS.2030",3
acI-B,group01006,"AAA023D18.genome.CDS.833,AAA027J17.genome.CDS.1589,AAA027L06.genome.CDS.2249,AAA028A23.genome.CDS.1466,AAA044D11.genome.CDS.1886,AAA278I18.genome.CDS.1394,AB141P03.genome.CDS.982,MEint4252.genome.CDS.2002,TBepi4208.genome.CDS.2052",17
acI-B,group01009,"AAA023D18.genome.CDS.1076,AAA044D11.genome.CDS.2312,acIB-AMD-7.genome.CDS.1315,TBepi2057.genome.CDS.1512,TBepi2754.genome.CDS.1667,TBepi3475.genome.CDS.1302,TBepi4208.genome.CDS.1141,TBhypo2152.genome.CDS.1457,TBhypo3463.genome.CDS.1564,TBhypo3838.genome.CDS.745",57
acI-B,group01011,"AAA027J17.genome.CDS.1859,AAA027L06.genome.CDS.2313,AAA028A23.genome.CDS.1080,AAA278I18.genome.CDS.1635,AB141P03.genome.CDS.757,acIB-AMD-7.genome.CDS.1548,bin_7_acI-B2.genome.CDS.3241,TBepi2057.genome.CDS.1171,TBepi2754.genome.CDS.2017,TBepi3207.genome.CDS.2467,TBepi3475.genome.CDS.1226,TBhypo2152.genome.CDS.1248,TBhypo3463.genome.CDS.1527,TBhypo3463.genome.CDS.2073,TBhypo3838.genome.CDS.732,TBhypo680.genome.CDS.1409",4
acI-B,group01012,"AAA023D18.genome.CDS.1192,AAA027J17.genome.CDS.1945,AAA027L06.genome.CDS.1751,AAA028A23.genome.CDS.1041,AAA044D11.genome.CDS.1461,acIB-AMD-7.genome.CDS.1440,MEint283.genome.CDS.991,MEint4252.genome.CDS.1645,TBepi2754.genome.CDS.361,TBepi4208.genome.CDS.1234,TBhypo680.genome.CDS.2163",10
acI-B,group01014,"AAA023D18.genome.CDS.1084,AAA027J17.genome.CDS.1291,AAA027L06.genome.CDS.1934,AAA028A23.genome.CDS.1375,AAA044D11.genome.CDS.2320,acIB-AMD-6.genome.CDS.758,acIB-AMD-6.genome.CDS.906,acIB-AMD-7.genome.CDS.1308,MEint283.genome.CDS.1105,MEint4252.genome.CDS.2072,TBepi2057.genome.CDS.1221,TBepi2754.genome.CDS.1659,TBepi3207.genome.CDS.1534,TBepi4208.genome.CDS.1132,TBhypo2152.genome.CDS.1059,TBhypo3463.genome.CDS.2159,TBhypo3838.genome.CDS.832,TBhypo680.genome.CDS.2359",4
acI-B,group01016,"AAA027J17.genome.CDS.1912,AAA044D11.genome.CDS.1182,acIB-AMD-6.genome.CDS.1058,MEint4252.genome.CDS.1384",7
acI-B,group01022,"AAA027J17.genome.CDS.1101,AAA027J17.genome.CDS.1100,bin_7_acI-B2.genome.CDS.2314,TBepi2057.genome.CDS.1226,TBepi3475.genome.CDS.1358",10
acI-B,group01024,"AAA023D18.genome.CDS.1371,AAA027J17.genome.CDS.1759,AAA027L06.genome.CDS.2270,AAA278I18.genome.CDS.1612,acIB-AMD-6.genome.CDS.1024,bin_7_acI-B2.genome.CDS.1149,MEint283.genome.CDS.931,TBepi2057.genome.CDS.1536,TBepi3207.genome.CDS.1510,TBepi3475.genome.CDS.1954,TBepi4208.genome.CDS.1880,TBhypo2152.genome.CDS.1502,TBhypo3463.genome.CDS.1244,TBhypo680.genome.CDS.1679",1
acI-B,group01025,"AAA023D18.genome.CDS.1529,AAA027J17.genome.CDS.1073,AAA027L06.genome.CDS.1509,AAA028A23.genome.CDS.959,AAA044D11.genome.CDS.1678,AAA278I18.genome.CDS.1427,AB141P03.genome.CDS.799,AB141P03.genome.CDS.823,bin_7_acI-B2.genome.CDS.3120,TBepi2057.genome.CDS.1231,TBepi2754.genome.CDS.1908,TBepi3207.genome.CDS.1379,TBepi3475.genome.CDS.1451,TBhypo680.genome.CDS.1813",7
acI-B,group01027,"AAA023D18.genome.CDS.1386,AAA027J17.genome.CDS.1495,AAA027L06.genome.CDS.2162,AAA044D11.genome.CDS.2199,AAA278I18.genome.CDS.1188,bin_7_acI-B2.genome.CDS.3615,MEint283.genome.CDS.1543,MEint283.genome.CDS.759,MEint4252.genome.CDS.1331,TBepi2057.genome.CDS.1375,TBepi2754.genome.CDS.765,TBepi3207.genome.CDS.1275,TBepi3475.genome.CDS.1518,TBepi4208.genome.CDS.1408,TBhypo2152.genome.CDS.1099,TBhypo3463.genome.CDS.1419,TBhypo680.genome.CDS.344",7
acI-B,group01030,"AAA023D18.genome.CDS.1445,AAA027J17.genome.CDS.1732,AAA027L06.genome.CDS.2000,AAA028A23.genome.CDS.1280,AAA044D11.genome.CDS.1402,AAA278I18.genome.CDS.1833,AB141P03.genome.CDS.1308,bin_7_acI-B2.genome.CDS.2268,bin_7_acI-B2.genome.CDS.3589,MEint283.genome.CDS.1261,MEint4252.genome.CDS.1350,TBepi2754.genome.CDS.158,TBepi3207.genome.CDS.1942,TBhypo2152.genome.CDS.1549,TBhypo3463.genome.CDS.2124,TBhypo680.genome.CDS.515",4
acI-B,group01031,"AAA023D18.genome.CDS.1155,AAA027J17.genome.CDS.1008,AAA027L06.genome.CDS.1210,AAA028A23.genome.CDS.1005,AAA278I18.genome.CDS.1820,AB141P03.genome.CDS.1126,acIB-AMD-6.genome.CDS.575,acIB-AMD-7.genome.CDS.1627,bin_7_acI-B2.genome.CDS.2279,bin_7_acI-B2.genome.CDS.3581,MEint283.genome.CDS.1179,TBepi2057.genome.CDS.1345,TBepi2754.genome.CDS.1973,TBepi3207.genome.CDS.1892,TBhypo2152.genome.CDS.1770,TBhypo3463.genome.CDS.2131,TBhypo680.genome.CDS.1844",3
acI-B,group01032,"AAA023D18.genome.CDS.1026,AAA027J17.genome.CDS.1328,AAA027L06.genome.CDS.1882,AAA044D11.genome.CDS.2099,AAA278I18.genome.CDS.1933,AB141P03.genome.CDS.1232,bin_7_acI-B2.genome.CDS.2307,bin_7_acI-B2.genome.CDS.2824,TBepi3207.genome.CDS.1741,TBepi3475.genome.CDS.1054,TBhypo2152.genome.CDS.948,TBhypo3463.genome.CDS.1919,TBhypo3838.genome.CDS.715",1
